year	month	day	hour	minute	solar	wind	temp
2020	07	10	11	25	317	0.75	11.6
2020	07	10	11	40	415	1.02	12.4
2020	07	10	11	55	365	1.06	12.9
2020	07	10	12	10	338	1.03	13.7
2020	07	10	12	26	316	1.28	14.1
2020	07	10	12	41	379	0.86	14.4
2020	07	10	12	56	387	1.39	14.9
2020	07	10	13	11	333	2	15.3
2020	07	10	13	27	411	1.92	15.5
2020	07	10	13	42	387	1.84	15.6
2020	07	10	13	57	317	2.25	15.5
2020	07	10	14	12	289	1.57	15.4
2020	07	10	14	27	309	1.29	15.3
2020	07	10	14	42	267	1.41	15.6
2020	07	10	14	58	334	1.21	15.5
2020	07	10	15	13	297	1.35	15.7
2020	07	10	15	28	203	1.55	15.6
2020	07	10	15	44	113	1.09	15.6
2020	07	10	15	59	129	1.39	15.4
2020	07	12	08	50	37	1.8	9.2
2020	07	12	09	05	136	1.2	9.1
2020	07	12	09	20	249	1.86	9.4
2020	07	12	09	35	233	1.86	10.1
2020	07	12	09	50	177	1.98	10.4
2020	07	12	10	05	275	2.58	10.5
2020	07	12	10	20	173	1.37	10.8
2020	07	13	09	43	117	1.84	11.1
2020	07	13	09	58	268	1.76	12.1
2020	07	13	10	13	248	1.32	12.4
2020	07	13	10	28	296	2.04	12.5
2020	07	13	10	42	347	1.93	12.7
2020	07	13	10	57	324	1.51	13.2
2020	07	13	11	12	240	1.94	12.9
2020	07	13	11	27	394	1.94	13.3
2020	07	22	08	48	63	0.87	9.8
2020	07	22	09	03	103	1	9.8
2020	07	22	09	18	111	1.71	9.8
2020	07	22	09	33	119	1.57	9.9
2020	07	22	09	48	131	1.33	10.2
2020	07	22	10	02	152	1.23	10.5
2020	07	22	10	18	167	2.41	10.8
2020	07	22	10	33	202	2.66	10.8
2020	07	22	10	48	251	2.15	11.1
2020	07	22	11	03	250	2.29	11.4
2020	07	22	11	33	135	1.98	11.5
2020	07	22	11	48	247	2.19	11.5
2020	07	22	12	04	463	2.48	11.8
2020	07	26	09	17	144	0.23	7.2
2020	07	26	09	47	299	0.82	8.2
2020	07	26	10	03	345	0.97	8.7
2020	07	26	10	33	389	1.38	9.2
2020	07	26	10	48	396	1.08	9.4
2020	07	26	11	03	424	0.95	9.8
2020	07	26	11	18	223	1.09	9.6
2020	07	26	11	32	220	1.07	9.5
2020	07	26	11	47	297	0.87	9.7
2020	07	26	12	02	309	1.15	9.9
2020	07	26	12	17	434	0.83	10
2020	07	26	12	32	487	1.06	10.7
2020	07	26	12	47	425	1.24	10.5
2020	07	26	13	02	406	2.06	10.6
2020	07	26	13	17	474	1.88	10.8
2020	07	26	13	32	385	1.64	11.1
2020	07	26	13	47	224	1.68	10.6
2020	07	26	14	02	188	1.19	10.5
2020	07	26	14	17	136	0.94	10.7
2020	07	26	14	32	157	1.21	10.8
2020	07	27	10	28	187	2.64	10.9
2020	07	27	11	13	253	1.9	12.5
2020	07	27	11	44	255	1.88	12.4
2020	07	27	12	30	301	2.42	12.6
2020	07	27	12	45	350	1.9	12.8
2020	07	27	13	00	340	2.41	12.8
2020	07	27	13	14	270	2.53	12.9
2020	07	27	13	29	275	2.51	12.8
2020	07	27	13	44	192	2.26	12.9
2020	07	27	13	59	155	2.24	12.8
2020	07	27	14	14	121	2.65	12.6
2020	07	27	14	59	95	2.7	12.5
2020	07	28	09	13	94	1.76	11.6
2020	07	28	09	29	90	1.16	11.9
2020	07	28	09	43	96	1.59	11.9
2020	07	28	09	58	117	1.13	12
2020	07	28	16	11	70	2.11	13.4
2020	07	28	16	25	112	2.21	13.2
2020	08	01	08	37	90	2.86	10
2020	08	01	08	51	159	2.83	10.5
2020	08	01	09	06	140	3.61	10.5
2020	08	01	09	21	165	2.77	10.7
2020	08	01	09	36	171	2.85	10.9
2020	08	01	09	51	185	3.04	11
2020	08	01	10	06	245	3.34	11.4
2020	08	01	10	21	328	2.64	11.9
2020	08	01	10	36	390	2.92	12.4
2020	08	01	10	51	331	3.41	12.5
2020	08	01	11	06	398	3.21	12.7
2020	08	01	11	21	442	2.94	13.2
2020	08	01	11	36	437	3.44	13.4
2020	08	01	11	51	475	2.57	14
2020	08	01	12	06	487	2.57	14
2020	08	01	12	21	495	3.1	14.2
2020	08	01	12	36	499	2.84	14.5
2020	08	01	12	51	500	2.67	14.8
2020	08	01	13	06	498	2.19	15
2020	08	01	13	21	493	2.09	15.1
2020	08	01	13	37	484	1.92	15.1
2020	08	01	13	51	471	1.85	15.2
2020	08	01	14	06	455	2.84	15.2
2020	08	01	14	21	436	3.17	15
2020	08	04	08	27	85	1.32	6
2020	08	06	08	33	51	1.41	7.2
2020	08	08	08	55	55	2.36	10.2
2020	08	08	09	10	148	2.59	10.5
2020	08	08	09	25	130	2.65	10.8
2020	08	08	09	40	130	2.53	11
2020	08	08	09	55	109	3.17	11.2
2020	08	08	10	10	121	2.4	11.3
2020	08	08	10	25	117	3.27	11.5
2020	08	08	10	40	78	3.38	11.5
2020	08	08	10	55	169	2.47	11.4
2020	08	08	11	10	275	2.31	11.5
2020	08	08	11	25	190	2.58	11.8
2020	08	08	11	40	174	2.71	12.2
2020	08	08	11	55	204	2.02	12.2
2020	08	08	12	10	181	2.49	12.5
2020	08	08	12	25	183	2.65	12.5
2020	08	08	12	41	199	2.55	12.3
2020	08	08	12	55	562	2.51	12.5
2020	08	08	13	10	482	2.85	13.2
2020	08	08	13	26	478	3.44	13.3
2020	08	08	13	41	520	3.5	13.5
2020	08	08	13	56	336	3.35	13.4
2020	08	08	14	11	272	3.26	13.4
2020	08	11	08	20	97	0.8	8
2020	08	11	08	35	149	0.96	8.2
2020	08	11	08	49	144	1.13	8.6
2020	08	11	09	05	147	1.92	9.6
2020	08	11	09	20	265	1.79	10.3
2020	08	11	09	35	180	2.52	10.6
2020	08	11	09	49	185	2.08	10.8
2020	08	11	10	05	290	2.12	11.3
2020	08	11	10	20	358	2.76	11.8
2020	08	11	10	35	322	2.75	11.8
2020	08	11	10	50	356	2.57	12
2020	08	11	11	05	329	2.76	12.2
2020	08	11	11	20	351	2.72	12.7
2020	08	11	11	36	389	2.58	13.2
2020	08	11	11	51	255	2.03	13.1
2020	08	11	12	06	305	2.45	13.1
2020	08	11	12	21	312	2.19	13.4
2020	08	11	12	36	247	2.23	13.4
2020	08	11	12	51	383	3.2	13.8
2020	08	11	13	06	659	2.3	14.6
2020	08	11	13	21	471	2.54	14.5
2020	08	11	13	36	598	3.25	14.7
2020	08	11	13	51	451	3.84	14.2
2020	08	11	14	06	466	3.75	14
2020	08	11	14	20	412	4.16	13.7
2020	08	11	14	36	306	3.09	13.8
2020	08	11	14	51	346	2.58	14
2020	08	11	15	06	376	2.88	14.2
2020	08	11	15	22	346	2.93	14.2
2020	08	11	15	37	237	3.42	14.2
2020	08	11	15	51	100	3.63	13.8
2020	08	11	16	07	99	2.89	13.7
2020	08	12	08	30	54	2.93	11.2
2020	08	12	08	44	111	2.9	11.3
2020	08	12	08	59	126	2.42	11.5
2020	08	12	09	14	132	2.05	11.7
2020	08	12	09	29	148	2.96	12
2020	08	12	09	44	346	2.45	12.9
2020	08	12	09	59	239	2.55	12.9
2020	08	12	10	14	323	3.11	13.2
2020	08	12	10	29	488	3.2	13.5
2020	08	12	10	44	240	3.06	13.3
2020	08	12	10	59	186	3.02	13
2020	08	12	11	14	207	3.39	12.8
2020	08	12	11	29	209	2.32	12.9
2020	08	12	11	44	303	3.18	12.9
2020	08	12	11	59	223	2.28	13.1
2020	08	12	12	14	263	2.67	13.3
2020	08	12	12	29	460	2.66	13.7
2020	08	12	12	43	387	2.83	13.7
2020	08	12	12	58	405	2.08	14.1
2020	08	12	13	13	469	1.9	14.1
2020	08	12	13	28	305	2.15	14.3
2020	08	12	13	43	378	1.72	14.2
2020	08	12	13	57	499	1.9	14.6
2020	08	12	14	13	514	2.59	15
2020	08	12	14	28	288	2.29	14.7
2020	08	12	14	43	164	2.14	14.5
2020	08	12	14	58	237	2.04	14.3
2020	08	12	15	14	277	2.61	14.4
2020	08	12	15	28	169	3.16	14.1
2020	08	12	15	44	291	2.03	13.9
2020	08	12	15	58	274	1.59	14.2
2020	08	12	16	14	93	1.58	14.1
2020	08	12	16	29	105	2.59	13.7
2020	08	19	08	55	47	1.59	9.8
2020	08	19	09	09	95	1.18	9.6
2020	08	22	07	46	46	2.09	6.4
2020	08	22	08	16	61	2.91	6.2
2020	08	22	08	29	113	1.62	5.9
2020	08	22	08	44	144	2.35	6.3
2020	08	22	16	42	39	1.44	6.5
2020	08	23	08	36	32	2.17	7
2020	08	23	08	57	51	2.05	7.6
2020	08	24	07	46	48	1.79	6.9
2020	08	25	13	50	93	1.29	11.4
2020	08	25	14	05	160	2.29	11.4
2020	08	25	14	20	164	2.09	11.5
2020	08	25	14	36	75	2.15	11.8
2020	08	25	14	51	96	1.24	11.8
2020	08	26	08	05	70	0.61	7
2020	08	26	08	19	120	0.88	7.2
2020	08	26	08	34	135	0.81	7.5
2020	08	26	08	49	167	0.89	8
2020	08	26	09	05	206	0.81	8.7
2020	08	26	09	20	251	1.03	9.2
2020	08	26	09	35	224	1.38	9.5
2020	08	26	09	50	267	0.87	10
2020	08	26	10	05	265	1.19	10.2
2020	08	26	10	19	268	1.31	10.2
2020	08	26	10	35	306	1.1	10.5
2020	08	26	10	50	324	0.83	10.9
2020	08	26	11	05	390	1.12	11.1
2020	08	26	11	20	442	1.23	11.4
2020	08	26	11	35	494	1.47	11.9
2020	08	26	11	49	548	1.33	12.3
2020	08	26	12	05	474	1.67	12.5
2020	08	26	12	19	549	1.45	13
2020	08	26	12	34	712	1.58	13.4
2020	08	26	12	49	585	1.61	13.8
2020	08	26	13	04	649	1.74	13.6
2020	08	26	13	19	648	1.69	13.5
2020	08	26	13	34	587	2.02	13.3
2020	08	26	13	49	398	2.49	12.9
2020	08	26	14	04	567	1.92	13.1
2020	08	26	14	19	507	1.41	13.5
2020	08	26	14	34	502	1.6	13.6
2020	08	26	14	50	503	1.95	13.6
2020	08	26	15	05	480	1.71	13.4
2020	08	26	15	20	428	1.33	13.8
2020	08	26	15	35	373	1.3	13.8
2020	08	26	15	50	351	1.68	13.7
2020	08	26	16	05	47	1.67	13.9
2020	08	26	16	20	269	1.65	13.6
2020	08	26	16	35	273	1.4	13.6
2020	08	26	16	49	213	1.69	13.2
2020	08	27	08	14	48	1.65	11
2020	08	27	08	27	118	1.92	10.8
2020	08	27	08	42	136	2.23	11
2020	08	27	08	58	119	1.97	11.1
2020	08	27	09	13	115	1.81	11.2
2020	08	27	09	27	198	2.46	11.6
2020	08	27	09	42	368	2.09	12.6
2020	08	27	09	57	297	2.69	13.2
2020	08	27	10	11	450	2.01	13.9
2020	08	27	10	26	439	1.87	14.4
2020	08	27	10	42	497	2.65	14.9
2020	08	27	10	56	519	2.71	15.4
2020	08	27	11	12	542	2.29	15.5
2020	08	27	11	26	560	3.01	15.1
2020	08	27	11	42	583	2.77	15.2
2020	08	27	11	57	602	2.86	15.5
2020	08	27	12	12	588	3.53	15.5
2020	08	27	12	27	580	2.52	16.2
2020	08	27	12	42	634	3.08	16.6
2020	08	27	12	57	627	3.23	16.9
2020	08	27	13	12	631	3.12	17.1
2020	08	27	13	28	626	3.27	16.7
2020	08	27	13	43	649	3.84	16.4
2020	08	27	13	58	578	3.67	16.4
2020	08	27	14	12	579	3.34	16.8
2020	08	27	14	27	536	2.3	17.5
2020	08	27	14	42	322	2.95	17.5
2020	08	27	14	57	231	3.47	17.5
2020	08	27	15	12	383	2.7	17.8
2020	08	27	15	28	411	1.79	18
2020	08	27	15	43	443	2.57	19.2
2020	08	27	15	58	314	4	20.1
2020	08	27	16	13	289	3.16	20.1
2020	08	27	16	28	267	3.22	20.3
2020	08	31	07	58	82	1.46	7.5
2020	08	31	08	11	163	2.01	8.2
2020	08	31	08	26	107	2.65	8.2
2020	08	31	08	41	132	2.11	8.1
2020	08	31	08	56	163	2.12	8.2
2020	08	31	09	11	239	2	8.3
2020	08	31	09	26	269	1.84	9
2020	08	31	09	40	354	1.97	9.4
2020	08	31	09	55	395	2.7	9.8
2020	08	31	10	11	432	3.41	10.1
2020	08	31	10	26	375	3.54	10
2020	08	31	10	41	286	2.81	9.9
2020	08	31	10	56	489	2.57	10.4
2020	08	31	11	11	524	1.88	11
2020	08	31	11	26	548	2.79	11.2
2020	08	31	11	41	453	2.39	11.3
2020	08	31	11	56	419	2.07	11
2020	08	31	12	11	495	2.38	10.9
2020	08	31	12	26	638	2.59	11
2020	08	31	12	41	652	2.71	11.6
2020	08	31	12	56	322	2.52	10.4
2020	08	31	13	11	330	1.34	10
2020	08	31	13	26	394	1.5	10.3
2020	08	31	13	42	538	2.14	10.9
2020	08	31	13	57	434	2.21	11.1
2020	08	31	14	12	466	1.87	11.4
2020	08	31	14	27	377	2.49	11.2
2020	08	31	14	42	462	2.37	11.4
2020	08	31	14	57	488	2.15	11.2
2020	08	31	15	12	427	1.84	11.1
2020	08	31	15	27	235	1.79	11.1
2020	08	31	15	42	258	1.85	11
2020	08	31	15	57	266	1.75	11.1
2020	08	31	16	12	263	1.42	11.3
2020	08	31	16	27	234	2.16	11.1
2020	08	31	16	42	103	2.22	11
2020	08	31	16	58	64	1.83	10.8
2020	09	09	07	51	121	0.96	10.7
2020	09	09	08	07	170	1.77	11.2
2020	09	09	08	22	206	1.43	11.9
2020	09	20	07	17	38	2.75	17.4
2020	09	20	07	38	106	2.31	17.5
2020	09	20	07	52	171	2.47	17.6
2020	09	20	08	07	122	2.49	17.8
2020	09	20	08	22	107	3.33	17.1
2020	09	21	07	57	49	1.52	16.9
2020	09	26	07	19	51	4.08	8.1
2020	09	26	07	47	210	3.62	8.6
2020	09	27	07	05	55	0.84	9.7
2020	09	27	07	19	192	0.67	10.3
2020	09	27	07	35	209	1.78	10.4
2020	09	27	07	49	293	1.24	10.6
2020	09	27	08	04	332	1.13	10.6
2020	09	27	08	19	332	1.25	10.9
2020	09	27	08	34	377	1.47	11
2020	09	27	08	49	409	1.74	11.4
2020	09	27	09	04	448	1.96	11.5
2020	09	27	09	19	511	1.67	11.5
2020	09	27	09	34	550	2.09	11.4
2020	09	27	09	49	583	2.15	11.5
2020	09	27	10	04	612	2.37	11.4
2020	09	27	10	19	615	2.08	11.7
2020	09	27	10	34	634	2.02	11.9
2020	09	27	10	49	733	2.01	11.7
2020	09	27	11	04	634	2.77	11.7
2020	09	27	11	19	748	2.63	11.7
2020	09	27	11	34	787	2.21	12
2020	09	27	11	48	821	2.78	11.9
2020	09	27	12	03	809	2.59	11.9
2020	09	27	12	18	801	2.26	12.2
2020	09	27	12	33	669	2.14	12.1
2020	09	27	12	48	817	2.21	12.5
2020	09	27	13	03	805	2.26	12.2
2020	09	27	13	18	751	2.09	12.3
2020	09	27	13	33	779	2.4	12.3
2020	09	27	13	48	761	2.53	12.4
2020	09	27	14	03	738	2.3	12.2
2020	09	27	14	18	717	2.51	12.1
2020	09	27	14	33	689	2.63	12.5
2020	09	27	14	48	660	2.43	12.3
2020	09	27	15	03	626	2.37	12.2
2020	09	27	15	18	589	2.55	12.2
2020	09	27	15	33	550	2.41	12.2
2020	09	27	15	48	508	2.37	12.2
2020	09	27	16	03	463	2.12	12.3
2020	09	27	16	19	412	2.21	12.4
2020	09	27	16	33	362	1.95	12.4
2020	09	27	16	48	310	2.07	12.3
2020	09	27	17	03	258	1.2	12.5
2020	10	04	08	00	46	1.2	20.6
2020	10	07	09	08	45	0.5	10.9
2020	10	07	09	22	117	0.8	11
2020	10	07	09	37	129	0.61	11.3
2020	10	07	09	51	136	1.03	11.5
2020	10	07	10	06	129	1.15	11.6
2020	10	07	10	21	83	0.82	11.7
2020	10	07	10	37	129	1.2	11.6
2020	10	07	10	51	96	0.91	11.7
2020	10	07	11	06	103	0.94	11.8
2020	10	07	11	21	159	0.83	11.8
2020	10	07	11	36	189	0.76	12
2020	10	07	11	51	135	0.62	12.3
2020	10	07	12	06	156	0.63	12.4
2020	10	07	12	21	164	0.85	12.6
2020	10	07	12	36	176	0.63	12.6
2020	10	07	12	51	241	1.45	12.6
2020	10	07	13	06	429	1.13	12.9
2020	10	07	13	22	280	0.73	13.4
2020	10	07	13	37	331	0.72	13.5
2020	10	07	13	52	238	1.46	13.9
2020	10	07	14	07	166	1.14	13.9
2020	10	07	14	22	245	0.64	13.7
2020	10	07	14	38	387	0.57	13.5
2020	10	07	14	53	364	0.96	14
2020	10	07	15	08	298	0.9	14.2
2020	10	07	15	23	299	1.42	14.2
2020	10	07	15	38	161	1.38	14.4
2020	10	07	15	54	149	1	14.5
2020	10	07	16	09	136	0.83	14.4
2020	10	14	08	22	70	0.89	13.1
2020	10	14	08	36	89	0.54	13.1
2020	10	14	08	51	104	0.56	13.2
2020	10	14	09	06	109	0.62	13.4
2020	10	14	09	21	164	1.16	13.3
2020	10	14	09	35	213	0.9	13.5
2020	10	14	09	51	242	1.16	13.7
2020	10	14	10	05	290	1.03	14
2020	10	14	10	20	524	1.17	14.6
2020	10	14	10	35	395	1.09	14.6
2020	10	14	10	50	678	1.03	15.3
2020	10	14	11	05	710	1.01	16.3
2020	10	14	11	20	730	1.63	16.6
2020	10	14	11	34	732	1.33	17.3
2020	10	14	11	49	794	1.09	17.4
2020	10	14	12	04	817	1.16	17.8
2020	10	14	12	19	836	1.31	18.4
2020	10	14	12	34	856	1.25	18.6
2020	10	14	12	49	851	1.09	19.6
2020	10	14	13	04	869	1.78	20
2020	10	14	13	19	870	1.34	19.8
2020	10	14	13	33	870	1.24	20.3
2020	10	14	13	48	862	2.01	19.8
2020	10	14	14	04	855	1.61	20.2
2020	10	14	14	19	843	1.91	20.1
2020	10	14	14	34	825	1.85	20.3
2020	10	14	14	49	807	2.03	20.3
2020	10	14	15	03	794	2.09	20.1
2020	10	14	15	18	724	1.75	20.1
2020	10	14	15	34	743	1.76	20.1
2020	10	14	15	48	721	1.96	19.8
2020	10	14	16	03	535	1.69	19.6
2020	10	14	16	19	670	1.7	19.8
2020	10	14	16	34	364	1.6	19.7
2020	10	14	16	49	263	1.13	19.5
2020	10	14	17	04	395	1.44	19.5
2020	10	14	17	19	243	1.45	19.4
2020	10	14	17	34	262	0.89	19.5
2020	10	18	08	06	42	1.32	11.9
2020	10	18	08	21	94	1.43	11.9
2020	10	18	08	37	103	2.04	12.1
2020	10	18	08	51	135	1.39	12
2020	10	18	09	07	156	1.42	11.9
2020	10	18	09	22	157	1.42	11.8
2020	10	18	09	36	119	2.1	11.8
2020	10	18	09	51	147	1.27	11.8
2020	10	18	10	06	182	2.09	11.9
2020	10	18	10	21	253	2.05	11.8
2020	10	18	10	37	379	2.2	11.9
2020	10	18	10	52	431	1.71	12.2
2020	10	18	11	07	509	2.13	12.2
2020	10	18	11	21	530	1.98	12.3
2020	10	18	11	36	523	2.24	12.4
2020	10	18	11	51	469	2.23	12.4
2020	10	18	12	06	570	2.51	12.5
2020	10	18	12	21	746	2.31	13
2020	10	18	12	36	725	2.21	13
2020	10	18	12	51	622	2.26	12.9
2020	10	18	13	07	384	2.56	12.7
2020	10	18	13	22	416	2.37	12.8
2020	10	18	13	38	613	1.77	13
2020	10	18	13	53	686	1.87	13.6
2020	10	18	14	08	630	2.02	13.5
2020	10	18	14	23	683	2.03	13.5
2020	10	18	14	39	764	1.98	13.4
2020	10	18	14	53	719	2.42	13.4
2020	10	18	15	09	862	2.02	13.9
2020	10	18	15	24	573	1.96	13.4
2020	10	18	15	39	475	2.11	13.2
2020	10	18	15	55	521	2.16	13.3
2020	10	18	16	09	535	1.65	13.5
2020	10	18	16	24	465	2.11	13.4
2020	10	18	16	39	660	1.95	13.8
2020	10	18	16	54	556	1.27	14.4
2020	10	18	17	09	593	2.21	13.9
2020	10	18	17	24	497	1.66	14.2
2020	10	18	17	39	458	1.65	14.1
2020	10	18	17	54	345	1.76	13.8
2020	10	18	18	09	327	1.55	13.7
2020	10	19	07	49	58	0.61	9.2
2020	10	19	08	04	133	0.73	9.9
2020	10	19	08	19	190	0.68	10.5
2020	10	19	08	33	222	0.87	10.8
2020	10	19	08	48	239	0.91	10.9
2020	10	19	09	03	223	0.63	11.5
